Timedate,Max,Mean,Min
4.1.18:00,1806.0,1516.1818181818182,1225.0
4.1.19:00,1763.0,1477.7272727272727,1193.0
4.1.20:00,1700.0,1429.2727272727273,1172.0
4.1.21:00,1611.0,1376.8181818181818,1126.0
4.1.22:00,1553.0,1332.7272727272727,1115.0
4.1.23:00,1456.0,1287.090909090909,1097.0
4.10.00:00,1303.0,1142.0,892.0
4.10.01:00,1277.0,1125.5454545454545,875.0
4.10.02:00,1288.0,1133.8181818181818,900.0
4.10.03:00,1311.0,1155.4545454545455,903.0
4.10.04:00,1401.0,1228.090909090909,898.0
4.10.05:00,1638.0,1417.3636363636363,939.0
4.10.06:00,1896.0,1604.090909090909,1002.0
4.10.07:00,1983.0,1672.0,1016.0
4.10.08:00,2003.0,1681.090909090909,1085.0
4.10.09:00,2037.0,1711.8181818181818,1120.0
4.10.10:00,2023.0,1702.0,1130.0
4.10.11:00,1984.0,1665.090909090909,1144.0
4.10.12:00,1987.0,1663.2727272727273,1144.0
4.10.13:00,1950.0,1631.3636363636363,1138.0
4.10.14:00,1906.0,1595.3636363636363,1121.0
4.10.15:00,1774.0,1499.5454545454545,1098.0
4.10.16:00,1676.0,1441.6363636363637,1102.0
4.10.17:00,1628.0,1414.0,1123.0
4.10.18:00,1611.0,1401.0,1119.0
4.10.19:00,1552.0,1353.1818181818182,1116.0
4.10.20:00,1494.0,1292.4545454545455,1065.0
4.10.21:00,1416.0,1244.1818181818182,1049.0
4.10.22:00,1331.0,1190.5454545454545,1025.0
4.10.23:00,1275.0,1151.5454545454545,1001.0
4.11.00:00,1356.0,1201.0,1084.0
4.11.01:00,1327.0,1181.6363636363637,1083.0
4.11.02:00,1318.0,1173.4545454545455,1070.0
4.11.03:00,1310.0,1176.7272727272727,1074.0
4.11.04:00,1336.0,1198.8181818181818,1088.0
4.11.05:00,1437.0,1282.090909090909,1106.0
4.11.06:00,1684.0,1476.0,1148.0
4.11.07:00,1917.0,1656.909090909091,1187.0
4.11.08:00,1972.0,1722.3636363636363,1228.0
4.11.09:00,1954.0,1728.6363636363637,1268.0
4.11.10:00,2004.0,1763.0,1290.0
4.11.11:00,1979.0,1764.6363636363637,1293.0
4.11.12:00,1942.0,1733.8181818181818,1313.0
4.11.13:00,1956.0,1732.7272727272727,1294.0
4.11.14:00,1938.0,1703.7272727272727,1281.0
4.11.15:00,1894.0,1672.8181818181818,1268.0
4.11.16:00,1794.0,1608.3636363636363,1295.0
4.11.17:00,1739.0,1566.7272727272727,1291.0
4.11.18:00,1671.0,1496.3636363636363,1246.0
4.11.19:00,1618.0,1451.7272727272727,1210.0
4.11.20:00,1553.0,1401.6363636363637,1181.0
4.11.21:00,1470.0,1342.5454545454545,1150.0
4.11.22:00,1404.0,1284.0,1091.0
4.11.23:00,1332.0,1232.6363636363637,1066.0
4.12.00:00,1415.0,1279.909090909091,1175.0
4.12.01:00,1402.0,1258.6363636363637,1142.0
4.12.02:00,1374.0,1246.2727272727273,1135.0
4.12.03:00,1375.0,1253.1818181818182,1141.0
4.12.04:00,1404.0,1273.1818181818182,1160.0
4.12.05:00,1518.0,1362.5454545454545,1166.0
4.12.06:00,1724.0,1553.7272727272727,1211.0
4.12.07:00,2017.0,1758.5454545454545,1262.0
4.12.08:00,2099.0,1830.0,1297.0
4.12.09:00,2114.0,1831.6363636363637,1322.0
4.12.10:00,2143.0,1870.0,1338.0
4.12.11:00,2145.0,1871.2727272727273,1357.0
4.12.12:00,2100.0,1839.909090909091,1392.0
4.12.13:00,2124.0,1839.0,1396.0
4.12.14:00,2101.0,1814.7272727272727,1394.0
4.12.15:00,2086.0,1798.909090909091,1395.0
4.12.16:00,1973.0,1730.090909090909,1402.0
4.12.17:00,1878.0,1660.909090909091,1377.0
4.12.18:00,1785.0,1594.1818181818182,1363.0
4.12.19:00,1726.0,1546.6363636363637,1339.0
4.12.20:00,1679.0,1496.7272727272727,1307.0
4.12.21:00,1615.0,1435.0,1233.0
4.12.22:00,1537.0,1375.7272727272727,1180.0
4.12.23:00,1473.0,1331.1818181818182,1178.0
4.2.00:00,1530.0,1354.4545454545455,1231.0
4.2.01:00,1509.0,1341.8181818181818,1212.0
4.2.02:00,1488.0,1331.909090909091,1190.0
4.2.03:00,1497.0,1338.4545454545455,1180.0
4.2.04:00,1541.0,1365.909090909091,1191.0
4.2.05:00,1642.0,1445.4545454545455,1198.0
4.2.06:00,1890.0,1648.6363636363637,1267.0
4.2.07:00,2151.0,1856.3636363636363,1357.0
4.2.08:00,2215.0,1919.909090909091,1397.0
4.2.09:00,2198.0,1930.6363636363637,1431.0
4.2.10:00,2189.0,1944.2727272727273,1467.0
4.2.11:00,2171.0,1940.909090909091,1458.0
4.2.12:00,2123.0,1915.1818181818182,1464.0
4.2.13:00,2137.0,1924.1818181818182,1458.0
4.2.14:00,2094.0,1890.8181818181818,1433.0
4.2.15:00,2060.0,1855.7272727272727,1402.0
4.2.16:00,1974.0,1769.909090909091,1400.0
4.2.17:00,1953.0,1738.090909090909,1406.0
4.2.18:00,1873.0,1669.7272727272727,1355.0
4.2.19:00,1838.0,1626.3636363636363,1324.0
4.2.20:00,1763.0,1573.8181818181818,1280.0
4.2.21:00,1715.0,1516.4545454545455,1261.0
4.2.22:00,1662.0,1458.2727272727273,1227.0
4.2.23:00,1595.0,1407.4545454545455,1198.0
4.3.00:00,1470.0,1303.2727272727273,1139.0
4.3.01:00,1448.0,1292.4545454545455,1127.0
4.3.02:00,1434.0,1275.6363636363637,1102.0
4.3.03:00,1443.0,1283.3636363636363,1120.0
4.3.04:00,1472.0,1299.4545454545455,1157.0
4.3.05:00,1579.0,1377.7272727272727,1201.0
4.3.06:00,1822.0,1578.8181818181818,1245.0
4.3.07:00,2075.0,1756.2727272727273,1273.0
4.3.08:00,2166.0,1836.5454545454545,1317.0
4.3.09:00,2169.0,1844.090909090909,1339.0
4.3.10:00,2217.0,1876.4545454545455,1383.0
4.3.11:00,2172.0,1866.1818181818182,1393.0
4.3.12:00,2124.0,1834.3636363636363,1395.0
4.3.13:00,2080.0,1834.5454545454545,1387.0
4.3.14:00,1995.0,1788.7272727272727,1350.0
4.3.15:00,1947.0,1753.3636363636363,1324.0
4.3.16:00,1789.0,1662.6363636363637,1337.0
4.3.17:00,1763.0,1615.909090909091,1327.0
4.3.18:00,1750.0,1594.3636363636363,1313.0
4.3.19:00,1733.0,1557.090909090909,1291.0
4.3.20:00,1679.0,1502.3636363636363,1249.0
4.3.21:00,1611.0,1439.8181818181818,1223.0
4.3.22:00,1540.0,1378.8181818181818,1173.0
4.3.23:00,1497.0,1331.8181818181818,1134.0
4.4.00:00,1401.0,1220.2727272727273,974.0
4.4.01:00,1388.0,1215.2727272727273,972.0
4.4.02:00,1388.0,1218.1818181818182,981.0
4.4.03:00,1417.0,1237.3636363636363,983.0
4.4.04:00,1523.0,1323.5454545454545,1015.0
4.4.05:00,1727.0,1500.8181818181818,1039.0
4.4.06:00,1990.0,1680.0,1050.0
4.4.07:00,2066.0,1746.4545454545455,1071.0
4.4.08:00,2070.0,1740.090909090909,1092.0
4.4.09:00,2098.0,1764.0,1121.0
4.4.10:00,2093.0,1752.1818181818182,1112.0
4.4.11:00,2042.0,1714.4545454545455,1096.0
4.4.12:00,2029.0,1712.1818181818182,1088.0
4.4.13:00,2012.0,1676.0,1079.0
4.4.14:00,1982.0,1637.4545454545455,1064.0
4.4.15:00,1823.0,1531.8181818181818,1048.0
4.4.16:00,1711.0,1462.5454545454545,1024.0
4.4.17:00,1653.0,1416.8181818181818,993.0
4.4.18:00,1629.0,1401.6363636363637,972.0
4.4.19:00,1626.0,1404.4545454545455,1035.0
4.4.20:00,1584.0,1357.4545454545455,1015.0
4.4.21:00,1514.0,1302.090909090909,997.0
4.4.22:00,1443.0,1246.3636363636363,975.0
4.4.23:00,1406.0,1220.2727272727273,960.0
4.5.00:00,1330.0,1146.0,996.0
4.5.01:00,1310.0,1133.1818181818182,980.0
4.5.02:00,1327.0,1142.8181818181818,978.0
4.5.03:00,1351.0,1169.5454545454545,991.0
4.5.04:00,1435.0,1225.3636363636363,966.0
4.5.05:00,1668.0,1400.3636363636363,982.0
4.5.06:00,1925.0,1590.7272727272727,1018.0
4.5.07:00,2018.0,1674.3636363636363,1053.0
4.5.08:00,2022.0,1681.7272727272727,1091.0
4.5.09:00,2061.0,1716.6363636363637,1134.0
4.5.10:00,2053.0,1707.909090909091,1144.0
4.5.11:00,2002.0,1669.4545454545455,1133.0
4.5.12:00,2024.0,1666.090909090909,1147.0
4.5.13:00,1992.0,1628.3636363636363,1133.0
4.5.14:00,1938.0,1577.7272727272727,1116.0
4.5.15:00,1790.0,1476.1818181818182,1099.0
4.5.16:00,1696.0,1412.5454545454545,1071.0
4.5.17:00,1617.0,1350.7272727272727,1060.0
4.5.18:00,1583.0,1321.4545454545455,1024.0
4.5.19:00,1551.0,1289.3636363636363,1039.0
4.5.20:00,1539.0,1280.6363636363637,1039.0
4.5.21:00,1475.0,1234.0,1025.0
4.5.22:00,1395.0,1188.8181818181818,1000.0
4.5.23:00,1340.0,1152.7272727272727,969.0
4.6.00:00,1244.0,1121.4545454545455,890.0
4.6.01:00,1243.0,1107.7272727272727,874.0
4.6.02:00,1226.0,1104.4545454545455,885.0
4.6.03:00,1245.0,1098.2727272727273,851.0
4.6.04:00,1323.0,1156.8181818181818,860.0
4.6.05:00,1557.0,1325.7272727272727,898.0
4.6.06:00,1839.0,1515.6363636363637,927.0
4.6.07:00,1958.0,1594.4545454545455,971.0
4.6.08:00,1961.0,1608.2727272727273,1016.0
4.6.09:00,2006.0,1647.3636363636363,1043.0
4.6.10:00,2022.0,1653.909090909091,1061.0
4.6.11:00,1973.0,1631.3636363636363,1077.0
4.6.12:00,1994.0,1627.3636363636363,1083.0
4.6.13:00,1977.0,1605.909090909091,1059.0
4.6.14:00,1949.0,1574.6363636363637,1075.0
4.6.15:00,1817.0,1478.8181818181818,1049.0
4.6.16:00,1761.0,1414.2727272727273,1049.0
4.6.17:00,1665.0,1354.5454545454545,1032.0
4.6.18:00,1619.0,1315.909090909091,1030.0
4.6.19:00,1568.0,1272.2727272727273,1017.0
4.6.20:00,1500.0,1228.2727272727273,996.0
4.6.21:00,1459.0,1211.6363636363637,999.0
4.6.22:00,1376.0,1159.909090909091,973.0
4.6.23:00,1319.0,1126.0,958.0
4.7.00:00,1207.0,1081.8181818181818,891.0
4.7.01:00,1167.0,1064.909090909091,902.0
4.7.02:00,1190.0,1068.3636363636363,895.0
4.7.03:00,1191.0,1061.090909090909,904.0
4.7.04:00,1249.0,1111.6363636363637,901.0
4.7.05:00,1501.0,1284.0,925.0
4.7.06:00,1758.0,1470.7272727272727,972.0
4.7.07:00,1866.0,1550.4545454545455,1025.0
4.7.08:00,1902.0,1579.1818181818182,1068.0
4.7.09:00,1957.0,1622.7272727272727,1096.0
4.7.10:00,1957.0,1624.0,1093.0
4.7.11:00,1933.0,1604.0,1108.0
4.7.12:00,1941.0,1617.1818181818182,1112.0
4.7.13:00,1941.0,1597.4545454545455,1098.0
4.7.14:00,1910.0,1565.7272727272727,1075.0
4.7.15:00,1788.0,1470.1818181818182,1047.0
4.7.16:00,1719.0,1411.2727272727273,1045.0
4.7.17:00,1633.0,1348.909090909091,1021.0
4.7.18:00,1577.0,1310.090909090909,1010.0
4.7.19:00,1515.0,1260.5454545454545,980.0
4.7.20:00,1455.0,1224.090909090909,967.0
4.7.21:00,1399.0,1197.909090909091,948.0
4.7.22:00,1332.0,1152.3636363636363,905.0
4.7.23:00,1287.0,1107.0,889.0
4.8.00:00,1074.0,967.6363636363636,802.0
4.8.01:00,1072.0,956.0,788.0
4.8.02:00,1068.0,952.4545454545455,799.0
4.8.03:00,1073.0,961.8181818181819,798.0
4.8.04:00,1109.0,987.8181818181819,793.0
4.8.05:00,1259.0,1089.7272727272727,801.0
4.8.06:00,1479.0,1232.1818181818182,840.0
4.8.07:00,1606.0,1303.1818181818182,888.0
4.8.08:00,1647.0,1339.1818181818182,932.0
4.8.09:00,1698.0,1380.6363636363637,975.0
4.8.10:00,1708.0,1387.090909090909,991.0
4.8.11:00,1700.0,1375.0,1011.0
4.8.12:00,1707.0,1387.8181818181818,1019.0
4.8.13:00,1677.0,1366.090909090909,1005.0
4.8.14:00,1651.0,1345.7272727272727,999.0
4.8.15:00,1518.0,1285.0,991.0
4.8.16:00,1446.0,1239.909090909091,977.0
4.8.17:00,1378.0,1192.090909090909,957.0
4.8.18:00,1321.0,1157.090909090909,943.0
4.8.19:00,1276.0,1119.1818181818182,929.0
4.8.20:00,1235.0,1104.3636363636363,933.0
4.8.21:00,1187.0,1070.909090909091,907.0
4.8.22:00,1140.0,1022.1818181818181,880.0
4.8.23:00,1094.0,994.6363636363636,861.0
4.9.00:00,1251.0,1102.0,921.0
4.9.01:00,1241.0,1096.1818181818182,926.0
4.9.02:00,1248.0,1097.4545454545455,930.0
4.9.03:00,1274.0,1115.3636363636363,926.0
4.9.04:00,1343.0,1195.6363636363637,953.0
4.9.05:00,1564.0,1357.6363636363637,956.0
4.9.06:00,1816.0,1544.3636363636363,1006.0
4.9.07:00,1911.0,1627.1818181818182,1046.0
4.9.08:00,1925.0,1638.0,1069.0
4.9.09:00,1955.0,1677.6363636363637,1107.0
4.9.10:00,1960.0,1687.909090909091,1158.0
4.9.11:00,1946.0,1663.1818181818182,1177.0
4.9.12:00,1960.0,1663.090909090909,1180.0
4.9.13:00,1941.0,1635.3636363636363,1147.0
4.9.14:00,1906.0,1596.1818181818182,1122.0
4.9.15:00,1754.0,1495.2727272727273,1088.0
4.9.16:00,1673.0,1427.909090909091,1075.0
4.9.17:00,1622.0,1377.5454545454545,1066.0
4.9.18:00,1595.0,1349.3636363636363,1068.0
4.9.19:00,1574.0,1336.4545454545455,1090.0
4.9.20:00,1485.0,1280.8181818181818,1068.0
4.9.21:00,1413.0,1223.8181818181818,1012.0
4.9.22:00,1327.0,1171.4545454545455,967.0
4.9.23:00,1271.0,1138.6363636363637,960.0
5.1.00:00,1416.0,1255.7272727272727,1081.0
5.1.01:00,1401.0,1237.0,1061.0
5.1.02:00,1385.0,1226.090909090909,1052.0
5.1.03:00,1391.0,1227.7272727272727,1048.0
5.1.04:00,1424.0,1245.1818181818182,1061.0
5.1.05:00,1523.0,1309.909090909091,1044.0
5.1.06:00,1738.0,1458.8181818181818,1087.0
5.1.07:00,1955.0,1617.0,1154.0
5.1.08:00,2057.0,1675.6363636363637,1173.0
5.1.09:00,2049.0,1673.3636363636363,1185.0
5.1.10:00,2075.0,1693.090909090909,1200.0
5.1.11:00,2047.0,1691.5454545454545,1230.0
5.1.12:00,2007.0,1668.0,1245.0
5.1.13:00,1983.0,1661.909090909091,1246.0
5.1.14:00,1941.0,1641.1818181818182,1233.0
5.1.15:00,1913.0,1627.3636363636363,1260.0
5.1.16:00,1839.0,1591.8181818181818,1256.0
5.1.17:00,1775.0,1538.5454545454545,1255.0
5.1.18:00,1706.0,1483.2727272727273,1226.0
5.1.19:00,1653.0,1441.3636363636363,1190.0
5.1.20:00,1576.0,1403.909090909091,1174.0
5.1.21:00,1519.0,1349.0,1150.0
5.1.22:00,1449.0,1292.6363636363637,1107.0
5.1.23:00,1397.0,1253.5454545454545,1091.0
5.10.00:00,1257.0,1132.4545454545455,989.0
5.10.01:00,1267.0,1124.1818181818182,986.0
5.10.02:00,1257.0,1128.3636363636363,984.0
5.10.03:00,1289.0,1149.6363636363637,992.0
5.10.04:00,1389.0,1230.7272727272727,1007.0
5.10.05:00,1631.0,1430.1818181818182,1052.0
5.10.06:00,1871.0,1614.0,1083.0
5.10.07:00,1969.0,1682.4545454545455,1118.0
5.10.08:00,1952.0,1681.3636363636363,1138.0
5.10.09:00,2014.0,1716.090909090909,1155.0
5.10.10:00,2016.0,1710.8181818181818,1183.0
5.10.11:00,1972.0,1676.5454545454545,1185.0
5.10.12:00,1985.0,1673.090909090909,1192.0
5.10.13:00,1957.0,1640.090909090909,1178.0
5.10.14:00,1917.0,1601.4545454545455,1144.0
5.10.15:00,1776.0,1508.090909090909,1142.0
5.10.16:00,1693.0,1449.1818181818182,1125.0
5.10.17:00,1641.0,1412.4545454545455,1141.0
5.10.18:00,1606.0,1394.4545454545455,1153.0
5.10.19:00,1548.0,1343.4545454545455,1146.0
5.10.20:00,1486.0,1286.7272727272727,1094.0
5.10.21:00,1414.0,1232.4545454545455,1082.0
5.10.22:00,1330.0,1179.3636363636363,1061.0
5.10.23:00,1283.0,1148.2727272727273,1049.0
5.11.00:00,1283.0,1201.909090909091,1053.0
5.11.01:00,1272.0,1189.4545454545455,1026.0
5.11.02:00,1263.0,1179.8181818181818,1042.0
5.11.03:00,1255.0,1183.090909090909,1031.0
5.11.04:00,1284.0,1204.5454545454545,1042.0
5.11.05:00,1401.0,1293.3636363636363,1055.0
5.11.06:00,1671.0,1483.4545454545455,1087.0
5.11.07:00,1947.0,1679.7272727272727,1149.0
5.11.08:00,2029.0,1740.909090909091,1167.0
5.11.09:00,2055.0,1753.3636363636363,1203.0
5.11.10:00,2098.0,1780.3636363636363,1242.0
5.11.11:00,2106.0,1776.090909090909,1260.0
5.11.12:00,2068.0,1745.909090909091,1258.0
5.11.13:00,2081.0,1755.090909090909,1274.0
5.11.14:00,2065.0,1728.5454545454545,1267.0
5.11.15:00,2028.0,1703.4545454545455,1277.0
5.11.16:00,1898.0,1638.2727272727273,1297.0
5.11.17:00,1815.0,1590.4545454545455,1291.0
5.11.18:00,1733.0,1521.1818181818182,1271.0
5.11.19:00,1671.0,1476.1818181818182,1253.0
5.11.20:00,1604.0,1419.1818181818182,1222.0
5.11.21:00,1567.0,1359.0,1178.0
5.11.22:00,1472.0,1292.5454545454545,1150.0
5.11.23:00,1395.0,1245.090909090909,1139.0
5.12.00:00,1445.0,1297.090909090909,1144.0
5.12.01:00,1426.0,1276.4545454545455,1102.0
5.12.02:00,1408.0,1260.0,1093.0
5.12.03:00,1412.0,1263.1818181818182,1089.0
5.12.04:00,1459.0,1286.909090909091,1097.0
5.12.05:00,1560.0,1372.6363636363637,1126.0
5.12.06:00,1831.0,1573.8181818181818,1200.0
5.12.07:00,2093.0,1786.1818181818182,1288.0
5.12.08:00,2206.0,1863.6363636363637,1313.0
5.12.09:00,2154.0,1859.090909090909,1337.0
5.12.10:00,2238.0,1901.7272727272727,1379.0
5.12.11:00,2205.0,1896.7272727272727,1398.0
5.12.12:00,2189.0,1861.1818181818182,1370.0
5.12.13:00,2189.0,1877.5454545454545,1367.0
5.12.14:00,2170.0,1851.6363636363637,1353.0
5.12.15:00,2151.0,1840.090909090909,1359.0
5.12.16:00,1996.0,1752.0,1329.0
5.12.17:00,1903.0,1677.3636363636363,1295.0
5.12.18:00,1839.0,1607.3636363636363,1275.0
5.12.19:00,1788.0,1560.7272727272727,1248.0
5.12.20:00,1738.0,1506.6363636363637,1216.0
5.12.21:00,1664.0,1446.909090909091,1152.0
5.12.22:00,1602.0,1387.1818181818182,1133.0
5.12.23:00,1528.0,1329.7272727272727,1111.0
5.2.00:00,1541.0,1368.5454545454545,1177.0
5.2.01:00,1543.0,1350.090909090909,1147.0
5.2.02:00,1532.0,1345.8181818181818,1149.0
5.2.03:00,1540.0,1348.5454545454545,1148.0
5.2.04:00,1582.0,1372.090909090909,1148.0
5.2.05:00,1683.0,1450.090909090909,1163.0
5.2.06:00,1945.0,1645.090909090909,1210.0
5.2.07:00,2239.0,1848.090909090909,1274.0
5.2.08:00,2324.0,1908.6363636363637,1296.0
5.2.09:00,2270.0,1910.3636363636363,1329.0
5.2.10:00,2325.0,1936.5454545454545,1380.0
5.2.11:00,2299.0,1932.7272727272727,1417.0
5.2.12:00,2286.0,1899.6363636363637,1429.0
5.2.13:00,2302.0,1893.909090909091,1428.0
5.2.14:00,2255.0,1858.7272727272727,1405.0
5.2.15:00,2217.0,1825.5454545454545,1406.0
5.2.16:00,2086.0,1745.1818181818182,1392.0
5.2.17:00,2031.0,1712.2727272727273,1402.0
5.2.18:00,1972.0,1666.1818181818182,1398.0
5.2.19:00,1909.0,1615.090909090909,1382.0
5.2.20:00,1859.0,1560.090909090909,1339.0
5.2.21:00,1794.0,1506.090909090909,1298.0
5.2.22:00,1715.0,1450.090909090909,1247.0
5.2.23:00,1634.0,1398.4545454545455,1216.0
5.3.00:00,1450.0,1301.1818181818182,1117.0
5.3.01:00,1431.0,1288.3636363636363,1112.0
5.3.02:00,1433.0,1279.1818181818182,1116.0
5.3.03:00,1454.0,1284.1818181818182,1134.0
5.3.04:00,1487.0,1311.8181818181818,1148.0
5.3.05:00,1595.0,1403.5454545454545,1151.0
5.3.06:00,1839.0,1604.909090909091,1220.0
5.3.07:00,2117.0,1787.1818181818182,1243.0
5.3.08:00,2238.0,1855.5454545454545,1266.0
5.3.09:00,2247.0,1861.090909090909,1324.0
5.3.10:00,2276.0,1886.7272727272727,1359.0
5.3.11:00,2280.0,1875.2727272727273,1378.0
5.3.12:00,2239.0,1840.090909090909,1394.0
5.3.13:00,2265.0,1844.2727272727273,1393.0
5.3.14:00,2232.0,1809.6363636363637,1368.0
5.3.15:00,2181.0,1775.909090909091,1333.0
5.3.16:00,2056.0,1683.909090909091,1316.0
5.3.17:00,1964.0,1637.090909090909,1353.0
5.3.18:00,1916.0,1617.6363636363637,1337.0
5.3.19:00,1847.0,1578.0,1312.0
5.3.20:00,1797.0,1533.2727272727273,1268.0
5.3.21:00,1691.0,1462.090909090909,1242.0
5.3.22:00,1618.0,1407.8181818181818,1208.0
5.3.23:00,1518.0,1358.8181818181818,1179.0
5.4.00:00,1375.0,1203.8181818181818,953.0
5.4.01:00,1370.0,1195.5454545454545,970.0
5.4.02:00,1386.0,1196.7272727272727,975.0
5.4.03:00,1427.0,1215.6363636363637,983.0
5.4.04:00,1528.0,1293.2727272727273,1000.0
5.4.05:00,1740.0,1450.909090909091,1027.0
5.4.06:00,2000.0,1614.2727272727273,1049.0
5.4.07:00,2117.0,1677.2727272727273,1053.0
5.4.08:00,2116.0,1680.7272727272727,1075.0
5.4.09:00,2137.0,1699.4545454545455,1081.0
5.4.10:00,2113.0,1687.0,1077.0
5.4.11:00,2072.0,1656.1818181818182,1091.0
5.4.12:00,2083.0,1647.5454545454545,1093.0
5.4.13:00,2065.0,1605.090909090909,1076.0
5.4.14:00,2015.0,1565.4545454545455,1054.0
5.4.15:00,1898.0,1482.090909090909,1048.0
5.4.16:00,1832.0,1432.3636363636363,1013.0
5.4.17:00,1752.0,1383.2727272727273,1018.0
5.4.18:00,1738.0,1371.3636363636363,1025.0
5.4.19:00,1714.0,1360.1818181818182,1045.0
5.4.20:00,1637.0,1310.5454545454545,1019.0
5.4.21:00,1521.0,1257.7272727272727,1012.0
5.4.22:00,1453.0,1219.090909090909,984.0
5.4.23:00,1402.0,1184.5454545454545,978.0
5.5.00:00,1317.0,1137.8181818181818,986.0
5.5.01:00,1310.0,1132.2727272727273,977.0
5.5.02:00,1309.0,1144.1818181818182,976.0
5.5.03:00,1334.0,1157.0,981.0
5.5.04:00,1424.0,1199.7272727272727,987.0
5.5.05:00,1584.0,1333.7272727272727,1009.0
5.5.06:00,1831.0,1483.909090909091,1029.0
5.5.07:00,1898.0,1532.7272727272727,1040.0
5.5.08:00,1893.0,1548.909090909091,1050.0
5.5.09:00,1929.0,1583.6363636363637,1090.0
5.5.10:00,1941.0,1582.4545454545455,1096.0
5.5.11:00,1906.0,1551.090909090909,1085.0
5.5.12:00,1912.0,1551.5454545454545,1107.0
5.5.13:00,1890.0,1525.4545454545455,1099.0
5.5.14:00,1855.0,1496.7272727272727,1083.0
5.5.15:00,1705.0,1414.4545454545455,1070.0
5.5.16:00,1651.0,1358.8181818181818,1076.0
5.5.17:00,1588.0,1310.5454545454545,1075.0
5.5.18:00,1534.0,1278.2727272727273,1077.0
5.5.19:00,1495.0,1253.090909090909,1072.0
5.5.20:00,1456.0,1244.3636363636363,1087.0
5.5.21:00,1391.0,1207.4545454545455,1077.0
5.5.22:00,1328.0,1171.909090909091,1060.0
5.5.23:00,1303.0,1151.909090909091,1051.0
5.6.00:00,1295.0,1106.090909090909,940.0
5.6.01:00,1275.0,1091.5454545454545,942.0
5.6.02:00,1305.0,1090.0,950.0
5.6.03:00,1284.0,1086.0,945.0
5.6.04:00,1375.0,1134.8181818181818,923.0
5.6.05:00,1621.0,1304.2727272727273,957.0
5.6.06:00,1863.0,1485.1818181818182,1008.0
5.6.07:00,1948.0,1565.7272727272727,1077.0
5.6.08:00,1976.0,1581.6363636363637,1105.0
5.6.09:00,2019.0,1619.1818181818182,1156.0
5.6.10:00,2011.0,1621.1818181818182,1184.0
5.6.11:00,1972.0,1589.2727272727273,1176.0
5.6.12:00,1989.0,1591.1818181818182,1184.0
5.6.13:00,1932.0,1548.3636363636363,1172.0
5.6.14:00,1907.0,1504.8181818181818,1132.0
5.6.15:00,1758.0,1412.3636363636363,1116.0
5.6.16:00,1676.0,1349.3636363636363,1104.0
5.6.17:00,1590.0,1286.909090909091,1082.0
5.6.18:00,1545.0,1244.1818181818182,1066.0
5.6.19:00,1490.0,1197.7272727272727,1013.0
5.6.20:00,1424.0,1152.2727272727273,970.0
5.6.21:00,1365.0,1130.4545454545455,976.0
5.6.22:00,1258.0,1076.3636363636363,934.0
5.6.23:00,1194.0,1039.6363636363637,912.0
5.7.00:00,1266.0,1087.2727272727273,873.0
5.7.01:00,1257.0,1072.8181818181818,868.0
5.7.02:00,1246.0,1072.909090909091,875.0
5.7.03:00,1213.0,1062.0,867.0
5.7.04:00,1307.0,1112.3636363636363,860.0
5.7.05:00,1503.0,1265.3636363636363,889.0
5.7.06:00,1754.0,1446.0,948.0
5.7.07:00,1855.0,1522.4545454545455,978.0
5.7.08:00,1871.0,1544.0,996.0
5.7.09:00,1922.0,1594.3636363636363,1056.0
5.7.10:00,1927.0,1597.1818181818182,1082.0
5.7.11:00,1898.0,1579.8181818181818,1087.0
5.7.12:00,1909.0,1583.1818181818182,1062.0
5.7.13:00,1905.0,1555.0,1075.0
5.7.14:00,1862.0,1529.4545454545455,1060.0
5.7.15:00,1741.0,1444.5454545454545,1036.0
5.7.16:00,1638.0,1377.5454545454545,1020.0
5.7.17:00,1550.0,1314.4545454545455,974.0
5.7.18:00,1504.0,1275.5454545454545,967.0
5.7.19:00,1474.0,1235.2727272727273,959.0
5.7.20:00,1409.0,1189.8181818181818,948.0
5.7.21:00,1388.0,1171.5454545454545,945.0
5.7.22:00,1337.0,1129.1818181818182,931.0
5.7.23:00,1292.0,1088.0,909.0
5.8.00:00,1077.0,976.3636363636364,855.0
5.8.01:00,1074.0,970.4545454545455,855.0
5.8.02:00,1067.0,967.7272727272727,862.0
5.8.03:00,1081.0,981.5454545454545,885.0
5.8.04:00,1127.0,1016.3636363636364,885.0
5.8.05:00,1316.0,1146.6363636363637,929.0
5.8.06:00,1552.0,1304.5454545454545,971.0
5.8.07:00,1642.0,1381.5454545454545,1019.0
5.8.08:00,1675.0,1409.2727272727273,1051.0
5.8.09:00,1728.0,1450.2727272727273,1083.0
5.8.10:00,1721.0,1463.090909090909,1117.0
5.8.11:00,1704.0,1446.6363636363637,1112.0
5.8.12:00,1733.0,1461.2727272727273,1101.0
5.8.13:00,1715.0,1441.8181818181818,1075.0
5.8.14:00,1664.0,1411.0,1050.0
5.8.15:00,1534.0,1339.6363636363637,1055.0
5.8.16:00,1447.0,1283.5454545454545,1035.0
5.8.17:00,1375.0,1231.5454545454545,991.0
5.8.18:00,1338.0,1194.4545454545455,961.0
5.8.19:00,1277.0,1158.090909090909,952.0
5.8.20:00,1250.0,1142.6363636363637,952.0
5.8.21:00,1201.0,1099.909090909091,934.0
5.8.22:00,1148.0,1051.090909090909,905.0
