Timedate,Max,Mean,Min
13.3.08:00,2148.0,1826.2727272727273,1272.0
13.3.09:00,2162.0,1833.1818181818182,1340.0
13.3.10:00,2189.0,1857.1818181818182,1352.0
13.3.11:00,2196.0,1855.7272727272727,1380.0
13.3.12:00,2146.0,1819.2727272727273,1383.0
13.3.13:00,2149.0,1804.0,1370.0
13.3.14:00,2119.0,1769.3636363636363,1362.0
13.3.15:00,2093.0,1732.2727272727273,1363.0
13.3.16:00,1996.0,1642.5454545454545,1346.0
13.3.17:00,1941.0,1593.0,1342.0
13.3.18:00,1886.0,1573.4545454545455,1369.0
13.3.19:00,1844.0,1541.6363636363637,1350.0
13.3.20:00,1785.0,1496.1818181818182,1306.0
13.3.21:00,1689.0,1431.909090909091,1268.0
13.3.22:00,1570.0,1366.6363636363637,1214.0
13.3.23:00,1507.0,1321.6363636363637,1171.0
13.4.00:00,1338.0,1196.1818181818182,920.0
13.4.01:00,1317.0,1185.909090909091,926.0
13.4.02:00,1316.0,1191.7272727272727,941.0
13.4.03:00,1346.0,1212.4545454545455,960.0
13.4.04:00,1453.0,1289.2727272727273,1011.0
13.4.05:00,1683.0,1443.0,1064.0
13.4.06:00,1963.0,1628.4545454545455,1099.0
13.4.07:00,2076.0,1698.3636363636363,1108.0
13.4.08:00,2067.0,1702.1818181818182,1120.0
13.4.09:00,2111.0,1728.3636363636363,1145.0
13.4.10:00,2106.0,1716.0,1149.0
13.4.11:00,2059.0,1683.909090909091,1150.0
13.4.12:00,2072.0,1671.6363636363637,1150.0
13.4.13:00,2016.0,1629.3636363636363,1145.0
13.4.14:00,1996.0,1585.909090909091,1136.0
13.4.15:00,1839.0,1495.5454545454545,1117.0
13.4.16:00,1736.0,1434.1818181818182,1110.0
13.4.17:00,1650.0,1388.8181818181818,1105.0
13.4.18:00,1603.0,1366.4545454545455,1108.0
13.4.19:00,1586.0,1357.3636363636363,1132.0
13.4.20:00,1538.0,1324.6363636363637,1126.0
13.4.21:00,1459.0,1267.5454545454545,1101.0
13.4.22:00,1390.0,1224.3636363636363,1076.0
13.4.23:00,1358.0,1195.5454545454545,1031.0
13.5.00:00,1247.0,1118.5454545454545,1035.0
13.5.01:00,1232.0,1110.5454545454545,1018.0
13.5.02:00,1238.0,1118.4545454545455,1029.0
13.5.03:00,1254.0,1128.4545454545455,1021.0
13.5.04:00,1317.0,1169.909090909091,998.0
13.5.05:00,1559.0,1325.909090909091,1040.0
13.5.06:00,1817.0,1499.1818181818182,1075.0
13.5.07:00,1911.0,1569.6363636363637,1119.0
13.5.08:00,1908.0,1584.090909090909,1174.0
13.5.09:00,1966.0,1618.909090909091,1206.0
13.5.10:00,1942.0,1616.6363636363637,1214.0
13.5.11:00,1904.0,1588.090909090909,1215.0
13.5.12:00,1912.0,1581.4545454545455,1225.0
13.5.13:00,1890.0,1548.7272727272727,1201.0
13.5.14:00,1851.0,1511.7272727272727,1189.0
13.5.15:00,1696.0,1418.8181818181818,1163.0
13.5.16:00,1612.0,1352.5454545454545,1128.0
13.5.17:00,1531.0,1298.5454545454545,1104.0
13.5.18:00,1492.0,1266.909090909091,1077.0
13.5.19:00,1440.0,1233.7272727272727,1074.0
13.5.20:00,1416.0,1220.0,1073.0
13.5.21:00,1359.0,1190.2727272727273,1041.0
13.5.22:00,1289.0,1143.7272727272727,1010.0
13.5.23:00,1250.0,1117.6363636363637,987.0
13.6.00:00,1258.0,1116.3636363636363,951.0
13.6.01:00,1230.0,1106.3636363636363,955.0
13.6.02:00,1231.0,1101.7272727272727,945.0
13.6.03:00,1214.0,1100.8181818181818,914.0
13.6.04:00,1290.0,1158.909090909091,926.0
13.6.05:00,1555.0,1341.1818181818182,951.0
13.6.06:00,1799.0,1530.8181818181818,1000.0
13.6.07:00,1904.0,1612.2727272727273,1036.0
13.6.08:00,1905.0,1634.1818181818182,1064.0
13.6.09:00,1952.0,1668.1818181818182,1096.0
13.6.10:00,1972.0,1676.2727272727273,1112.0
13.6.11:00,1952.0,1659.2727272727273,1131.0
13.6.12:00,1973.0,1665.3636363636363,1126.0
13.6.13:00,1951.0,1633.8181818181818,1111.0
13.6.14:00,1918.0,1603.8181818181818,1099.0
13.6.15:00,1770.0,1500.909090909091,1085.0
13.6.16:00,1666.0,1429.090909090909,1050.0
13.6.17:00,1588.0,1367.6363636363637,1044.0
13.6.18:00,1529.0,1319.4545454545455,1004.0
13.6.19:00,1476.0,1283.1818181818182,1006.0
13.6.20:00,1430.0,1235.909090909091,963.0
13.6.21:00,1396.0,1219.1818181818182,956.0
13.6.22:00,1317.0,1171.3636363636363,931.0
13.6.23:00,1288.0,1136.5454545454545,916.0
13.7.00:00,1162.0,991.0,808.0
13.7.01:00,1167.0,987.5454545454545,803.0
13.7.02:00,1152.0,979.2727272727273,804.0
13.7.03:00,1156.0,980.0,813.0
13.7.04:00,1212.0,1017.1818181818181,828.0
13.7.05:00,1384.0,1147.4545454545455,845.0
13.7.06:00,1599.0,1288.090909090909,903.0
13.7.07:00,1697.0,1356.8181818181818,958.0
13.7.08:00,1738.0,1386.1818181818182,999.0
13.7.09:00,1749.0,1421.090909090909,1026.0
13.7.10:00,1742.0,1421.3636363636363,1041.0
13.7.11:00,1720.0,1408.090909090909,1050.0
13.7.12:00,1702.0,1403.7272727272727,1050.0
13.7.13:00,1662.0,1386.7272727272727,1047.0
13.7.14:00,1645.0,1362.1818181818182,1034.0
13.7.15:00,1564.0,1298.090909090909,1008.0
13.7.16:00,1486.0,1252.0,999.0
13.7.17:00,1421.0,1203.1818181818182,978.0
13.7.18:00,1376.0,1160.3636363636363,942.0
13.7.19:00,1328.0,1115.8181818181818,922.0
13.7.20:00,1276.0,1082.8181818181818,899.0
13.7.21:00,1250.0,1063.6363636363637,886.0
13.7.22:00,1213.0,1022.0909090909091,873.0
13.7.23:00,1171.0,992.8181818181819,841.0
13.8.00:00,1181.0,1089.6363636363637,969.0
13.8.01:00,1148.0,1074.7272727272727,952.0
13.8.02:00,1153.0,1072.909090909091,952.0
13.8.03:00,1167.0,1091.4545454545455,968.0
13.8.04:00,1237.0,1143.090909090909,971.0
13.8.05:00,1459.0,1299.6363636363637,987.0
13.8.06:00,1717.0,1479.7272727272727,1022.0
13.8.07:00,1844.0,1569.4545454545455,1048.0
13.8.08:00,1862.0,1591.3636363636363,1084.0
13.8.09:00,1925.0,1629.5454545454545,1128.0
13.8.10:00,1935.0,1638.6363636363637,1172.0
13.8.11:00,1914.0,1617.5454545454545,1183.0
13.8.12:00,1930.0,1633.0,1173.0
13.8.13:00,1933.0,1620.3636363636363,1167.0
13.8.14:00,1885.0,1583.1818181818182,1155.0
13.8.15:00,1729.0,1490.5454545454545,1141.0
13.8.16:00,1648.0,1424.909090909091,1103.0
13.8.17:00,1562.0,1362.0,1097.0
13.8.18:00,1522.0,1321.4545454545455,1083.0
13.8.19:00,1462.0,1289.8181818181818,1064.0
13.8.20:00,1440.0,1265.1818181818182,1044.0
13.8.21:00,1393.0,1207.3636363636363,1025.0
13.8.22:00,1301.0,1156.5454545454545,1002.0
13.8.23:00,1280.0,1118.3636363636363,963.0
13.9.00:00,1282.0,1124.090909090909,924.0
13.9.01:00,1278.0,1112.8181818181818,898.0
13.9.02:00,1275.0,1117.6363636363637,904.0
13.9.03:00,1312.0,1142.3636363636363,913.0
13.9.04:00,1408.0,1216.5454545454545,941.0
13.9.05:00,1630.0,1390.8181818181818,966.0
13.9.06:00,1884.0,1566.6363636363637,983.0
13.9.07:00,1989.0,1646.909090909091,1017.0
13.9.08:00,1980.0,1661.4545454545455,1056.0
13.9.09:00,2037.0,1690.8181818181818,1060.0
13.9.10:00,2049.0,1694.7272727272727,1070.0
13.9.11:00,2016.0,1666.7272727272727,1076.0
13.9.12:00,2038.0,1667.5454545454545,1091.0
13.9.13:00,1991.0,1632.7272727272727,1088.0
13.9.14:00,1953.0,1597.909090909091,1083.0
13.9.15:00,1783.0,1502.2727272727273,1103.0
13.9.16:00,1698.0,1434.6363636363637,1104.0
13.9.17:00,1615.0,1382.3636363636363,1104.0
13.9.18:00,1596.0,1367.1818181818182,1101.0
13.9.19:00,1580.0,1339.2727272727273,1106.0
13.9.20:00,1496.0,1280.7272727272727,1062.0
13.9.21:00,1452.0,1227.0,1033.0
13.9.22:00,1351.0,1172.6363636363637,992.0
13.9.23:00,1317.0,1141.8181818181818,978.0
14.1.00:00,1484.0,1322.1818181818182,1184.0
14.1.01:00,1465.0,1310.0,1181.0
14.1.02:00,1458.0,1303.909090909091,1188.0
14.1.03:00,1446.0,1310.5454545454545,1173.0
14.1.04:00,1484.0,1331.7272727272727,1189.0
14.1.05:00,1573.0,1417.7272727272727,1223.0
14.1.06:00,1818.0,1614.5454545454545,1279.0
14.1.07:00,2090.0,1827.2727272727273,1351.0
14.1.08:00,2172.0,1910.3636363636363,1397.0
14.1.09:00,2160.0,1908.0,1425.0
14.1.10:00,2203.0,1939.8181818181818,1439.0
14.1.11:00,2192.0,1939.3636363636363,1447.0
14.1.12:00,2168.0,1908.6363636363637,1435.0
14.1.13:00,2154.0,1910.7272727272727,1420.0
14.1.14:00,2162.0,1885.5454545454545,1390.0
14.1.15:00,2117.0,1862.6363636363637,1385.0
14.1.16:00,1990.0,1791.3636363636363,1427.0
14.1.17:00,1925.0,1718.6363636363637,1404.0
14.1.18:00,1825.0,1645.8181818181818,1380.0
14.1.19:00,1783.0,1611.0,1341.0
14.1.20:00,1699.0,1563.2727272727273,1312.0
14.1.21:00,1630.0,1503.1818181818182,1284.0
14.1.22:00,1570.0,1442.6363636363637,1246.0
14.1.23:00,1521.0,1385.8181818181818,1227.0
14.10.00:00,1340.0,1150.3636363636363,1050.0
14.10.01:00,1319.0,1141.909090909091,1025.0
14.10.02:00,1362.0,1141.909090909091,1035.0
14.10.03:00,1374.0,1158.909090909091,1033.0
14.10.04:00,1509.0,1245.1818181818182,1054.0
14.10.05:00,1751.0,1442.1818181818182,1120.0
14.10.06:00,2009.0,1639.5454545454545,1175.0
14.10.07:00,2087.0,1702.4545454545455,1187.0
14.10.08:00,2081.0,1706.6363636363637,1215.0
14.10.09:00,2101.0,1734.1818181818182,1236.0
14.10.10:00,2060.0,1729.6363636363637,1254.0
14.10.11:00,1963.0,1698.909090909091,1245.0
14.10.12:00,1916.0,1698.1818181818182,1260.0
14.10.13:00,1895.0,1665.5454545454545,1231.0
14.10.14:00,1846.0,1625.6363636363637,1228.0
14.10.15:00,1703.0,1527.6363636363637,1191.0
14.10.16:00,1625.0,1478.2727272727273,1194.0
14.10.17:00,1600.0,1459.7272727272727,1184.0
14.10.18:00,1558.0,1426.8181818181818,1147.0
14.10.19:00,1492.0,1379.1818181818182,1144.0
14.10.20:00,1426.0,1320.1818181818182,1093.0
14.10.21:00,1357.0,1264.3636363636363,1062.0
14.10.22:00,1278.0,1212.2727272727273,1048.0
14.10.23:00,1241.0,1177.0,1027.0
14.11.00:00,1401.0,1235.3636363636363,1069.0
14.11.01:00,1379.0,1216.8181818181818,1061.0
14.11.02:00,1383.0,1209.909090909091,1068.0
14.11.03:00,1388.0,1211.7272727272727,1044.0
14.11.04:00,1414.0,1233.5454545454545,1056.0
14.11.05:00,1528.0,1318.909090909091,1096.0
14.11.06:00,1752.0,1519.5454545454545,1151.0
14.11.07:00,1993.0,1723.090909090909,1195.0
14.11.08:00,2081.0,1788.1818181818182,1207.0
14.11.09:00,2097.0,1796.090909090909,1239.0
14.11.10:00,2122.0,1828.8181818181818,1273.0
14.11.11:00,2111.0,1827.1818181818182,1289.0
14.11.12:00,2064.0,1791.6363636363637,1272.0
14.11.13:00,2077.0,1794.2727272727273,1259.0
14.11.14:00,2052.0,1767.909090909091,1250.0
14.11.15:00,2020.0,1745.1818181818182,1248.0
14.11.16:00,1924.0,1674.5454545454545,1305.0
14.11.17:00,1827.0,1611.909090909091,1299.0
14.11.18:00,1740.0,1543.6363636363637,1249.0
14.11.19:00,1703.0,1499.090909090909,1222.0
14.11.20:00,1626.0,1446.7272727272727,1180.0
14.11.21:00,1550.0,1386.6363636363637,1141.0
14.11.22:00,1499.0,1328.6363636363637,1097.0
14.11.23:00,1420.0,1268.6363636363637,1057.0
14.12.00:00,1495.0,1297.5454545454545,1088.0
14.12.01:00,1469.0,1284.7272727272727,1103.0
14.12.02:00,1448.0,1276.3636363636363,1092.0
14.12.03:00,1445.0,1283.5454545454545,1115.0
14.12.04:00,1475.0,1301.5454545454545,1134.0
14.12.05:00,1559.0,1386.1818181818182,1127.0
14.12.06:00,1771.0,1589.1818181818182,1187.0
14.12.07:00,2036.0,1800.090909090909,1241.0
14.12.08:00,2128.0,1878.6363636363637,1278.0
14.12.09:00,2122.0,1870.0,1281.0
14.12.10:00,2159.0,1892.6363636363637,1318.0
14.12.11:00,2143.0,1896.0,1339.0
14.12.12:00,2106.0,1862.090909090909,1349.0
14.12.13:00,2125.0,1868.0,1362.0
14.12.14:00,2102.0,1832.5454545454545,1322.0
14.12.15:00,2083.0,1820.8181818181818,1349.0
14.12.16:00,1968.0,1746.6363636363637,1357.0
14.12.17:00,1861.0,1680.2727272727273,1339.0
14.12.18:00,1776.0,1612.2727272727273,1328.0
14.12.19:00,1719.0,1558.090909090909,1280.0
14.12.20:00,1666.0,1506.5454545454545,1254.0
14.12.21:00,1586.0,1439.2727272727273,1208.0
14.12.22:00,1511.0,1382.5454545454545,1176.0
14.12.23:00,1447.0,1330.4545454545455,1142.0
14.2.00:00,1525.0,1363.909090909091,1192.0
14.2.01:00,1513.0,1346.3636363636363,1194.0
14.2.02:00,1503.0,1335.8181818181818,1181.0
14.2.03:00,1539.0,1341.8181818181818,1178.0
14.2.04:00,1591.0,1360.4545454545455,1183.0
14.2.05:00,1693.0,1441.6363636363637,1215.0
14.2.06:00,1916.0,1632.7272727272727,1251.0
14.2.07:00,2158.0,1828.5454545454545,1297.0
14.2.08:00,2232.0,1886.8181818181818,1300.0
14.2.09:00,2220.0,1889.3636363636363,1324.0
14.2.10:00,2269.0,1917.8181818181818,1370.0
14.2.11:00,2230.0,1902.7272727272727,1406.0
14.2.12:00,2170.0,1859.8181818181818,1403.0
14.2.13:00,2201.0,1854.0,1365.0
14.2.14:00,2165.0,1818.909090909091,1338.0
14.2.15:00,2153.0,1791.909090909091,1302.0
14.2.16:00,2037.0,1703.5454545454545,1268.0
14.2.17:00,1993.0,1680.3636363636363,1287.0
14.2.18:00,1924.0,1626.7272727272727,1261.0
14.2.19:00,1870.0,1582.5454545454545,1231.0
14.2.20:00,1821.0,1537.5454545454545,1237.0
14.2.21:00,1775.0,1480.4545454545455,1181.0
14.2.22:00,1679.0,1421.909090909091,1154.0
14.2.23:00,1587.0,1376.4545454545455,1150.0
14.3.00:00,1453.0,1292.090909090909,1161.0
14.3.01:00,1417.0,1275.1818181818182,1148.0
14.3.02:00,1395.0,1263.3636363636363,1150.0
14.3.03:00,1402.0,1263.7272727272727,1136.0
14.3.04:00,1460.0,1294.2727272727273,1150.0
14.3.05:00,1587.0,1394.4545454545455,1189.0
14.3.06:00,1852.0,1579.4545454545455,1224.0
14.3.07:00,2093.0,1768.5454545454545,1263.0
14.3.08:00,2214.0,1840.6363636363637,1284.0
14.3.09:00,2221.0,1846.4545454545455,1307.0
14.3.10:00,2293.0,1873.0,1331.0
14.3.11:00,2274.0,1862.2727272727273,1329.0
14.3.12:00,2246.0,1821.3636363636363,1301.0
14.3.13:00,2272.0,1819.8181818181818,1272.0
14.3.14:00,2222.0,1780.1818181818182,1243.0
14.3.15:00,2183.0,1753.0,1229.0
14.3.16:00,2046.0,1653.7272727272727,1191.0
14.3.17:00,1963.0,1599.6363636363637,1181.0
14.3.18:00,1929.0,1580.090909090909,1196.0
14.3.19:00,1851.0,1546.1818181818182,1180.0
14.3.20:00,1782.0,1492.1818181818182,1144.0
14.3.21:00,1731.0,1436.5454545454545,1115.0
14.3.22:00,1597.0,1378.0,1084.0
14.3.23:00,1538.0,1333.5454545454545,1097.0
14.4.00:00,1324.0,1176.3636363636363,1014.0
14.4.01:00,1330.0,1175.1818181818182,1009.0
14.4.02:00,1361.0,1176.8181818181818,1000.0
14.4.03:00,1395.0,1193.2727272727273,1008.0
14.4.04:00,1478.0,1259.1818181818182,1046.0
14.4.05:00,1697.0,1390.4545454545455,1083.0
14.4.06:00,1902.0,1550.1818181818182,1140.0
14.4.07:00,1987.0,1605.090909090909,1169.0
14.4.08:00,1978.0,1611.3636363636363,1184.0
14.4.09:00,2009.0,1632.4545454545455,1205.0
14.4.10:00,2017.0,1626.090909090909,1200.0
14.4.11:00,1994.0,1604.2727272727273,1188.0
14.4.12:00,2012.0,1605.4545454545455,1169.0
14.4.13:00,1975.0,1577.1818181818182,1164.0
14.4.14:00,1925.0,1545.7272727272727,1123.0
14.4.15:00,1780.0,1471.0,1112.0
14.4.16:00,1670.0,1415.909090909091,1097.0
14.4.17:00,1613.0,1371.0,1045.0
14.4.18:00,1576.0,1354.1818181818182,1045.0
14.4.19:00,1559.0,1356.090909090909,1060.0
14.4.20:00,1533.0,1323.0,1055.0
14.4.21:00,1470.0,1278.8181818181818,1015.0
14.4.22:00,1403.0,1232.1818181818182,984.0
14.4.23:00,1342.0,1202.4545454545455,967.0
14.5.00:00,1226.0,1101.2727272727273,975.0
14.5.01:00,1196.0,1091.8181818181818,958.0
14.5.02:00,1222.0,1097.909090909091,908.0
14.5.03:00,1235.0,1111.4545454545455,893.0
14.5.04:00,1301.0,1150.3636363636363,886.0
14.5.05:00,1543.0,1306.8181818181818,943.0
14.5.06:00,1790.0,1467.4545454545455,997.0
14.5.07:00,1900.0,1536.7272727272727,1072.0
14.5.08:00,1914.0,1551.8181818181818,1112.0
14.5.09:00,1963.0,1578.0,1138.0
14.5.10:00,1986.0,1581.6363636363637,1126.0
14.5.11:00,1959.0,1553.090909090909,1113.0
14.5.12:00,1994.0,1559.6363636363637,1096.0
14.5.13:00,1962.0,1530.4545454545455,1042.0
14.5.14:00,1935.0,1499.2727272727273,1056.0
14.5.15:00,1776.0,1412.1818181818182,1042.0
14.5.16:00,1714.0,1360.6363636363637,1027.0
14.5.17:00,1601.0,1302.1818181818182,998.0
14.5.18:00,1580.0,1275.4545454545455,988.0
14.5.19:00,1528.0,1243.909090909091,976.0
14.5.20:00,1484.0,1226.2727272727273,949.0
14.5.21:00,1420.0,1191.2727272727273,920.0
14.5.22:00,1335.0,1146.0,911.0
14.5.23:00,1308.0,1124.3636363636363,913.0
14.6.00:00,1273.0,1115.5454545454545,895.0
14.6.01:00,1265.0,1105.1818181818182,891.0
14.6.02:00,1271.0,1104.909090909091,888.0
14.6.03:00,1279.0,1104.2727272727273,889.0
14.6.04:00,1352.0,1162.6363636363637,885.0
14.6.05:00,1594.0,1340.4545454545455,910.0
14.6.06:00,1841.0,1526.3636363636363,913.0
14.6.07:00,1952.0,1606.909090909091,977.0
14.6.08:00,1935.0,1616.090909090909,1021.0
14.6.09:00,1981.0,1656.090909090909,1063.0
14.6.10:00,1985.0,1653.0,1070.0
14.6.11:00,1965.0,1623.1818181818182,1074.0
14.6.12:00,1991.0,1630.0,1094.0
14.6.13:00,1971.0,1598.090909090909,1062.0
14.6.14:00,1920.0,1569.0,1078.0
14.6.15:00,1790.0,1484.0,1074.0
14.6.16:00,1682.0,1411.2727272727273,1022.0
14.6.17:00,1610.0,1352.909090909091,999.0
14.6.18:00,1565.0,1314.2727272727273,999.0
14.6.19:00,1506.0,1265.6363636363637,971.0
14.6.20:00,1444.0,1218.2727272727273,960.0
14.6.21:00,1427.0,1203.2727272727273,971.0
14.6.22:00,1355.0,1165.3636363636363,981.0
14.6.23:00,1315.0,1128.6363636363637,946.0
14.7.00:00,1149.0,971.7272727272727,811.0
14.7.01:00,1126.0,956.7272727272727,815.0
14.7.02:00,1140.0,956.0,816.0
14.7.03:00,1142.0,954.0909090909091,812.0
14.7.04:00,1195.0,977.3636363636364,802.0
14.7.05:00,1347.0,1087.5454545454545,815.0
14.7.06:00,1522.0,1210.1818181818182,861.0
14.7.07:00,1596.0,1271.5454545454545,901.0
14.7.08:00,1624.0,1302.2727272727273,936.0
14.7.09:00,1659.0,1331.8181818181818,971.0
14.7.10:00,1659.0,1340.3636363636363,988.0
14.7.11:00,1642.0,1326.909090909091,998.0
14.7.12:00,1651.0,1331.8181818181818,1005.0
14.7.13:00,1633.0,1312.8181818181818,1000.0
14.7.14:00,1622.0,1293.0,988.0
14.7.15:00,1540.0,1237.8181818181818,984.0
14.7.16:00,1471.0,1202.3636363636363,969.0
14.7.17:00,1407.0,1157.5454545454545,942.0
14.7.18:00,1361.0,1122.6363636363637,925.0
14.7.19:00,1306.0,1082.7272727272727,905.0
14.7.20:00,1280.0,1055.909090909091,902.0
14.7.21:00,1266.0,1045.909090909091,898.0
14.7.22:00,1206.0,1007.9090909090909,866.0
14.7.23:00,1159.0,973.5454545454545,839.0
14.8.00:00,1250.0,1103.6363636363637,970.0
14.8.01:00,1233.0,1085.2727272727273,963.0
14.8.02:00,1243.0,1088.3636363636363,949.0
14.8.03:00,1248.0,1102.8181818181818,955.0
14.8.04:00,1337.0,1167.6363636363637,958.0
14.8.05:00,1522.0,1310.2727272727273,956.0
14.8.06:00,1774.0,1494.2727272727273,1014.0
14.8.07:00,1873.0,1576.7272727272727,1036.0
14.8.08:00,1884.0,1593.7272727272727,1087.0
14.8.09:00,1937.0,1641.1818181818182,1119.0
14.8.10:00,1944.0,1650.090909090909,1151.0
14.8.11:00,1929.0,1633.7272727272727,1150.0
14.8.12:00,1949.0,1639.6363636363637,1146.0
14.8.13:00,1919.0,1614.6363636363637,1139.0
14.8.14:00,1889.0,1588.5454545454545,1141.0
14.8.15:00,1747.0,1490.2727272727273,1121.0
14.8.16:00,1645.0,1417.0,1104.0
14.8.17:00,1570.0,1356.1818181818182,1062.0
14.8.18:00,1493.0,1315.090909090909,1075.0
14.8.19:00,1469.0,1280.6363636363637,1066.0
14.8.20:00,1440.0,1260.5454545454545,1042.0
14.8.21:00,1389.0,1211.3636363636363,991.0
14.8.22:00,1303.0,1165.3636363636363,989.0
14.8.23:00,1258.0,1132.2727272727273,965.0
14.9.00:00,1280.0,1117.909090909091,936.0
14.9.01:00,1270.0,1102.7272727272727,924.0
14.9.02:00,1274.0,1105.7272727272727,940.0
14.9.03:00,1307.0,1127.090909090909,945.0
14.9.04:00,1397.0,1202.3636363636363,980.0
14.9.05:00,1621.0,1384.090909090909,1027.0
14.9.06:00,1844.0,1562.5454545454545,1055.0
14.9.07:00,1954.0,1647.5454545454545,1102.0
14.9.08:00,1966.0,1666.6363636363637,1120.0
14.9.09:00,2021.0,1703.4545454545455,1162.0
14.9.10:00,2021.0,1703.4545454545455,1158.0
14.9.11:00,1964.0,1669.4545454545455,1163.0
14.9.12:00,1978.0,1665.0,1141.0
14.9.13:00,1957.0,1633.4545454545455,1125.0
14.9.14:00,1932.0,1595.5454545454545,1096.0
14.9.15:00,1782.0,1497.090909090909,1107.0
14.9.16:00,1691.0,1433.909090909091,1089.0
14.9.17:00,1612.0,1376.8181818181818,1064.0
14.9.18:00,1601.0,1361.0,1072.0
14.9.19:00,1578.0,1332.3636363636363,1053.0
14.9.20:00,1505.0,1262.4545454545455,1003.0
14.9.21:00,1450.0,1203.0,956.0
14.9.22:00,1381.0,1155.3636363636363,920.0
14.9.23:00,1329.0,1122.090909090909,913.0
15.1.00:00,1475.0,1347.7272727272727,1203.0
15.1.01:00,1450.0,1330.4545454545455,1196.0
15.1.02:00,1448.0,1316.2727272727273,1179.0
15.1.03:00,1464.0,1315.090909090909,1173.0
15.1.04:00,1471.0,1338.7272727272727,1182.0
15.1.05:00,1599.0,1423.7272727272727,1200.0
15.1.06:00,1928.0,1626.0,1231.0
15.1.07:00,2226.0,1840.090909090909,1309.0
15.1.08:00,2332.0,1909.909090909091,1330.0
15.1.09:00,2322.0,1906.7272727272727,1347.0
15.1.10:00,2356.0,1937.5454545454545,1385.0
15.1.11:00,2311.0,1925.4545454545455,1379.0
15.1.12:00,2275.0,1889.2727272727273,1379.0
15.1.13:00,2259.0,1885.4545454545455,1393.0
15.1.14:00,2209.0,1861.8181818181818,1389.0
15.1.15:00,2207.0,1837.5454545454545,1397.0
15.1.16:00,2068.0,1764.7272727272727,1425.0
15.1.17:00,1983.0,1700.6363636363637,1421.0
15.1.18:00,1901.0,1630.0,1408.0
15.1.19:00,1859.0,1583.4545454545455,1389.0
15.1.20:00,1788.0,1533.6363636363637,1358.0
15.1.21:00,1707.0,1472.7272727272727,1327.0
15.1.22:00,1626.0,1417.909090909091,1297.0
15.1.23:00,1547.0,1367.3636363636363,1267.0
15.10.00:00,1223.0,1155.4545454545455,1006.0
15.10.01:00,1206.0,1145.4545454545455,994.0
15.10.02:00,1226.0,1149.0,994.0
15.10.03:00,1247.0,1171.5454545454545,1005.0
15.10.04:00,1394.0,1263.090909090909,1002.0
15.10.05:00,1656.0,1464.5454545454545,1081.0
15.10.06:00,1933.0,1661.2727272727273,1112.0
15.10.07:00,2002.0,1719.090909090909,1149.0
15.10.08:00,2009.0,1729.5454545454545,1192.0
15.10.09:00,2040.0,1750.5454545454545,1223.0
15.10.10:00,2059.0,1737.2727272727273,1241.0
15.10.11:00,2041.0,1702.7272727272727,1244.0
15.10.12:00,2059.0,1703.4545454545455,1228.0
15.10.13:00,2039.0,1674.6363636363637,1223.0
15.10.14:00,1992.0,1647.8181818181818,1222.0
15.10.15:00,1833.0,1549.909090909091,1219.0
15.10.16:00,1730.0,1495.4545454545455,1211.0
15.10.17:00,1699.0,1474.0,1213.0
15.10.18:00,1657.0,1441.0,1212.0
15.10.19:00,1604.0,1390.1818181818182,1194.0
15.10.20:00,1529.0,1331.0,1162.0
15.10.21:00,1476.0,1270.5454545454545,1132.0
15.10.22:00,1388.0,1218.4545454545455,1098.0
15.10.23:00,1334.0,1189.2727272727273,1078.0
15.11.00:00,1374.0,1233.5454545454545,1036.0
15.11.01:00,1373.0,1220.8181818181818,1019.0
15.11.02:00,1348.0,1207.909090909091,1018.0
15.11.03:00,1360.0,1211.4545454545455,1011.0
15.11.04:00,1397.0,1234.8181818181818,1016.0
15.11.05:00,1487.0,1314.4545454545455,1043.0
15.11.06:00,1749.0,1507.2727272727273,1101.0
15.11.07:00,2052.0,1712.1818181818182,1147.0
15.11.08:00,2136.0,1770.2727272727273,1146.0
15.11.09:00,2118.0,1770.0,1169.0
15.11.10:00,2123.0,1801.909090909091,1182.0
15.11.11:00,2110.0,1805.7272727272727,1199.0
15.11.12:00,2060.0,1771.8181818181818,1175.0
15.11.13:00,2088.0,1778.1818181818182,1234.0
15.11.14:00,2075.0,1750.6363636363637,1227.0
15.11.15:00,2043.0,1731.1818181818182,1244.0
15.11.16:00,1929.0,1665.3636363636363,1245.0
15.11.17:00,1831.0,1600.090909090909,1220.0
15.11.18:00,1788.0,1531.090909090909,1183.0
15.11.19:00,1743.0,1490.4545454545455,1180.0
15.11.20:00,1664.0,1435.5454545454545,1136.0
15.11.21:00,1618.0,1374.0,1098.0
15.11.22:00,1519.0,1313.5454545454545,1023.0
15.11.23:00,1470.0,1268.1818181818182,1033.0
15.12.00:00,1421.0,1291.8181818181818,1130.0
15.12.01:00,1405.0,1273.3636363636363,1124.0
15.12.02:00,1390.0,1266.3636363636363,1104.0
15.12.03:00,1395.0,1268.5454545454545,1105.0
15.12.04:00,1419.0,1289.909090909091,1093.0
15.12.05:00,1532.0,1364.090909090909,1135.0
15.12.06:00,1786.0,1542.8181818181818,1184.0
15.12.07:00,2040.0,1733.0,1230.0
15.12.08:00,2174.0,1805.5454545454545,1251.0
15.12.09:00,2145.0,1809.090909090909,1291.0
15.12.10:00,2186.0,1842.3636363636363,1329.0
15.12.11:00,2184.0,1838.3636363636363,1339.0
